card_id,card_name,card_set,rarity,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
hgss3-30,Metang,HS—Undaunted,Uncommon,0,0,0,0,1.0,0.25,0.48,0.3,0,0,0,0,0,0,0,0,1.36,0.25,0.11,0.25,2024-04-03T20:32:45.875029Z
xy3-23,Clauncher,Furious Fists,Common,0,0,0,0,3.83,0.21,0.36,0.32,0,0,0,0,0,0,0,0,2.0,0.19,0.05,0.12,2024-04-03T20:32:45.875029Z
bw9-31,Kyurem,Plasma Freeze,Rare Holo,9.99,3.06,2.84,2.15,3.49,2.78,2.94,2.87,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
xy5-34,Marshtomp,Primal Clash,Uncommon,0,0,0,0,1.99,0.4,0.7,0.7,0,0,0,0,0,0,0,0,2.0,0.35,0.2,0.34,2024-04-03T20:32:45.875029Z
dp2-27,Kricketune,Mysterious Treasures,Rare,0,0,0,0,3.08,0.7,1.0,2.48,0,0,0,0,0,0,0,0,2.36,0.48,0.19,0.41,2024-04-03T20:32:45.875029Z
dp5-27,Phione,Majestic Dawn,Rare,0,0,0,0,7.97,0.98,2.35,2.45,0,0,0,0,0,0,0,0,3.8,2.16,0.84,3.17,2024-04-03T20:32:45.875029Z
smp-SM26,Tsareena,SM Black Star Promos,Promo,2.69,0.5,0.42,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
neo3-29,Golbat,Neo Revelation,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
sm10-28,Torracat,Unbroken Bonds,Uncommon,0,0,0,0,1.15,0.15,0.35,0.33,0,0,0,0,0,0,0,0,1.27,0.15,0.01,0.1,2024-04-03T20:32:45.875029Z
base4-35,Charmeleon,Base Set 2,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79,1.21,0.25,1.39,2024-04-03T20:32:45.875029Z
ecard2-6,Blissey,Aquapolis,Rare,0,0,0,0,22.49,14.95,19.76,2.5,0,0,0,0,0,0,0,0,5.39,3.28,0.89,3.52,2024-04-03T20:32:45.875029Z
sm1-33,Shellder,Sun & Moon,Common,0,0,0,0,1.95,0.08,0.24,0.18,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-03T20:32:45.875029Z
swsh4-31,Wailmer,Vivid Voltage,Common,0,0,0,0,4.98,0.04,0.2,0.15,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.04,2024-04-03T20:32:45.875029Z
ex4-34,Team Magma's Houndoom,Team Magma vs Team Aqua,Uncommon,0,0,0,0,7.64,2.24,3.87,6.91,0,0,0,0,0,0,0,0,2.49,0.8,0.4,0.73,2024-04-03T20:32:45.875029Z
neo1-28,Bayleef,Neo Genesis,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
ex8-35,Lotad,Deoxys,Uncommon,0,0,0,0,10.25,4.98,6.22,7.72,0,0,0,0,0,0,0,0,1.68,0.75,0.39,0.82,2024-04-03T20:32:45.875029Z
base2-26,Scyther,Jungle,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
hgss2-32,Kakuna,HS—Unleashed,Uncommon,0,0,0,0,2.21,0.32,0.7,0.82,0,0,0,0,0,0,0,0,8.99,0.32,0.16,0.32,2024-04-03T20:32:45.875029Z
g1-22,Magikarp,Generations,Common,0,0,0,0,3.74,0.3,0.73,1.12,0,0,0,0,0,0,0,0,1.49,0.25,0.12,0.31,2024-04-03T20:32:45.875029Z
gym2-36,Brock's Sandslash,Gym Challenge,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
sm115-35,Golem,Hidden Fates,Rare,0,0,0,0,1.43,0.1,0.25,0.19,0,0,0,0,0,0,0,0,1.37,0.24,0.09,0.17,2024-04-03T20:32:45.875029Z
sm2-34,Vanillish,Guardians Rising,Uncommon,0,0,0,0,1.99,0.09,0.27,0.24,0,0,0,0,0,0,0,0,5.0,0.14,0.02,0.08,2024-04-03T20:32:45.875029Z
bw9-32,Voltorb,Plasma Freeze,Common,0,0,0,0,3.77,0.25,0.4,0.37,0,0,0,0,0,0,0,0,3.0,0.25,0.1,0.23,2024-04-03T20:32:45.875029Z
dp4-29,Unown [H],Great Encounters,Rare,0,0,0,0,11.0,4.0,5.27,6.99,0,0,0,0,0,0,0,0,4.0,3.67,2.99,3.96,2024-04-03T20:32:45.875029Z
bw8-33,Sharpedo,Plasma Storm,Rare,0,0,0,0,8.99,0.65,2.36,3.69,0,0,0,0,0,0,0,0,1.99,0.49,0.19,0.41,2024-04-03T20:32:45.875029Z
xy9-25,Staryu,BREAKpoint,Common,0,0,0,0,2.16,0.22,0.51,0.5,0,0,0,0,0,0,0,0,3.84,0.2,0.05,0.14,2024-04-03T20:32:45.875029Z
pl1-35,Luvdisc,Platinum,Rare,0,0,0,0,3.3,0.6,1.5,2.08,0,0,0,0,0,0,0,0,1.52,0.82,0.23,1.21,2024-04-03T20:32:45.875029Z
col1-35,Typhlosion,Call of Legends,Rare,0,0,0,0,17.96,5.23,14.59,14.59,0,0,0,0,0,0,0,0,8.85,3.04,2.0,3.29,2024-04-03T20:32:45.875029Z
np-25,Flygon,Nintendo Black Star Promos,Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.95,28.87,25.0,22.3,2024-04-03T20:32:45.875029Z
hgss1-38,Croconaw,HeartGold & SoulSilver,Uncommon,0,0,0,0,1.99,0.7,1.33,1.91,0,0,0,0,0,0,0,0,8.99,0.69,0.29,0.85,2024-04-03T20:32:45.875029Z
xyp-XY25,Krookodile-EX,XY Black Star Promos,Promo,8.95,2.99,3.41,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
ex9-35,Loudred,Emerald,Uncommon,0,0,0,0,11.37,4.69,6.98,7.75,0,0,0,0,0,0,0,0,4.97,1.0,0.74,1.07,2024-04-03T20:32:45.875029Z
xy4-31,Zubat,Phantom Forces,Common,0,0,0,0,3.45,0.24,0.54,1.08,0,0,0,0,0,0,0,0,1.29,0.22,0.04,0.21,2024-04-03T20:32:45.875029Z
swshp-SWSH025,Garbodor,SWSH Black Star Promos,Promo,49.98,19.9,17.3,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
pl3-31,Lucario C,Supreme Victors,Rare,0,0,0,0,15.12,3.99,9.17,9.49,0,0,0,0,0,0,0,0,10.31,5.63,4.0,5.72,2024-04-03T20:32:45.875029Z
xy1-34,Starmie,XY,Rare,0,0,0,0,2.06,0.29,0.64,0.54,0,0,0,0,0,0,0,0,7.55,0.4,0.19,0.37,2024-04-03T20:32:45.875029Z
sm4-26,Feebas,Crimson Invasion,Common,0,0,0,0,1.24,0.07,0.25,0.17,0,0,0,0,0,0,0,0,1.23,0.1,0.01,0.06,2024-04-03T20:32:45.875029Z
bw7-36,Marill,Boundaries Crossed,Common,0,0,0,0,4.34,0.39,0.91,0.84,0,0,0,0,0,0,0,0,9.46,0.35,0.17,0.32,2024-04-03T20:32:45.875029Z
dp3-38,Sunflora,Secret Wonders,Rare,0,0,0,0,2.93,0.89,1.5,2.4,0,0,0,0,0,0,0,0,1.99,0.79,0.48,0.95,2024-04-03T20:32:45.875029Z
xy6-32,Banette,Roaring Skies,Rare,0,0,0,0,3.07,0.25,0.99,1.02,0,0,0,0,0,0,0,0,3.0,0.34,0.06,0.29,2024-04-03T20:32:45.875029Z
bw2-27,Swanna,Emerging Powers,Rare,0,0,0,0,6.66,0.5,0.91,0.94,0,0,0,0,0,0,0,0,4.5,0.41,0.23,0.41,2024-04-03T20:32:45.875029Z
ex12-36,Kabuto,Legend Maker,Uncommon,0,0,0,0,11.29,8.1,8.77,8.53,0,0,0,0,0,0,0,0,1.66,0.64,0.35,0.72,2024-04-03T20:32:45.875029Z
bw6-37,Alomomola,Dragons Exalted,Rare,0,0,0,0,3.38,0.35,0.52,0.48,0,0,0,0,0,0,0,0,1.49,0.49,0.29,0.47,2024-04-03T20:32:45.875029Z
pl4-35,Charmeleon,Arceus,Uncommon,0,0,0,0,10.0,1.85,3.25,3.19,0,0,0,0,0,0,0,0,6.0,0.71,0.23,0.73,2024-04-03T20:32:45.875029Z
swsh2-28,Arcanine,Rebel Clash,Rare,0,0,0,0,5.98,0.69,0.88,0.82,0,0,0,0,0,0,0,0,4.98,0.32,0.09,0.22,2024-04-03T20:32:45.875029Z
dp6-27,Ditto,Legends Awakened,Rare,0,0,0,0,19.04,7.37,9.74,17.0,0,0,0,0,0,0,0,0,12.64,5.5,3.69,7.24,2024-04-03T20:32:45.875029Z
ex6-30,Tangela,FireRed & LeafGreen,Rare,0,0,0,0,5.88,3.39,4.36,4.33,0,0,0,0,0,0,0,0,3.18,1.71,1.24,1.74,2024-04-03T20:32:45.875029Z
sma-SV27,Magnemite,Hidden Fates Shiny Vault,Rare Shiny,8.99,1.5,1.38,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
ex2-27,Anorith,Sandstorm,Uncommon,0,0,0,0,5.69,1.99,2.56,2.49,0,0,0,0,0,0,0,0,2.29,0.69,0.29,0.69,2024-04-03T20:32:45.875029Z
sm75-33,Hydreigon,Dragon Majesty,Rare Holo,1.0,0.42,0.42,0.19,1.99,0.86,1.1,1.06,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
bw11-37,Oshawott,Legendary Treasures,Common,0,0,0,0,2.0,0.6,0.95,0.96,0,0,0,0,0,0,0,0,4.48,0.25,0.1,0.29,2024-04-03T20:32:45.875029Z
hgss4-36,Kangaskhan,HS—Triumphant,Uncommon,0,0,0,0,2.0,0.33,0.99,1.3,0,0,0,0,0,0,0,0,1.0,0.4,0.23,0.51,2024-04-03T20:32:45.875029Z
ex5-27,Tropius,Hidden Legends,Rare,0,0,0,0,6.55,3.81,5.27,4.73,0,0,0,0,0,0,0,0,3.97,1.05,0.82,1.24,2024-04-03T20:32:45.875029Z
sm35-25,Manaphy,Shining Legends,Rare Holo,2.0,0.28,0.2,0.08,1.99,0.15,0.35,0.32,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
xy0-27,Miltank,Kalos Starter Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39,3.89,2.5,3.89,2024-04-03T20:32:45.875029Z
swsh3-29,Larvesta,Darkness Ablaze,Common,0,0,0,0,4.98,0.07,0.2,0.17,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-03T20:32:45.875029Z
bw4-38,Kyurem-EX,Next Destinies,Rare Holo EX,7.99,3.7,4.29,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
bw10-39,Munna,Plasma Blast,Common,0,0,0,0,3.15,0.23,0.49,0.22,0,0,0,0,0,0,0,0,3.0,0.21,0.05,0.21,2024-04-03T20:32:45.875029Z
ex15-24,Vibrava δ,Dragon Frontiers,Rare,0,0,0,0,7.19,3.84,4.02,4.08,0,0,0,0,0,0,0,0,1.66,0.6,0.24,0.6,2024-04-03T20:32:45.875029Z
xy10-33,Solosis,Fates Collide,Common,0,0,0,0,3.36,0.05,0.25,0.16,0,0,0,0,0,0,0,0,2.0,0.1,0.01,0.05,2024-04-03T20:32:45.875029Z
sm6-29,Bergmite,Forbidden Light,Common,0,0,0,0,1.41,0.11,0.29,0.26,0,0,0,0,0,0,0,0,2.06,0.17,0.02,0.1,2024-04-03T20:32:45.875029Z
xy2-39,Dusclops,Flashfire,Uncommon,0,0,0,0,3.23,0.3,0.5,1.05,0,0,0,0,0,0,0,0,1.33,0.2,0.08,0.2,2024-04-03T20:32:45.875029Z
xy7-34,Golett,Ancient Origins,Common,0,0,0,0,3.59,0.07,0.3,0.23,0,0,0,0,0,0,0,0,1.27,0.1,0.02,0.08,2024-04-03T20:32:45.875029Z
bw1-32,Samurott,Black & White,Rare Holo,5.94,1.99,1.94,0.99,11.0,0.75,1.79,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
ex11-33,Weezing,Delta Species,Rare,0,0,0,0,6.83,2.43,3.17,3.17,0,0,0,0,0,0,0,0,2.69,0.75,0.35,0.75,2024-04-03T20:32:45.875029Z
base3-36,Golem,Fossil,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
dc1-25,Team Aqua Admin,Double Crisis,Uncommon,0,0,0,0,4.99,0.71,1.88,1.68,0,0,0,0,0,0,0,0,1.43,0.43,0.15,0.59,2024-04-03T20:32:45.875029Z
sm12-37,Pyroar,Cosmic Eclipse,Uncommon,0,0,0,0,2.0,0.34,0.45,0.48,0,0,0,0,0,0,0,0,1.24,0.15,0.02,0.11,2024-04-03T20:32:45.875029Z
sm8-33,Shaymin,Lost Thunder,Rare Holo,4.0,1.05,1.01,0.46,5.58,0.68,1.22,1.45,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
xy11-36,Bergmite,Steam Siege,Common,0,0,0,0,3.95,0.02,0.25,0.19,0,0,0,0,0,0,0,0,1.25,0.1,0.01,0.04,2024-04-03T20:32:45.875029Z
neo4-33,Dark Exeggutor,Neo Destiny,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
base1-34,Machoke,Base,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.54,0.07,0.47,2024-04-03T20:32:45.875029Z
ex16-26,Anorith,Power Keepers,Uncommon,0,0,0,0,6.74,1.13,2.0,1.13,0,0,0,0,0,0,0,0,1.99,0.54,0.2,0.54,2024-04-03T20:32:45.875029Z
sm3-30,Seadra,Burning Shadows,Uncommon,0,0,0,0,1.37,0.09,0.25,0.24,0,0,0,0,0,0,0,0,5.0,0.11,0.02,0.06,2024-04-03T20:32:45.875029Z
ecard1-25,Raichu,Expedition Base Set,Rare Holo,102.2,91.46,92.91,59.99,35.97,19.84,25.47,19.77,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
sm9-36,Alolan Graveler,Team Up,Uncommon,0,0,0,0,1.17,0.11,0.3,0.25,0,0,0,0,0,0,0,0,1.18,0.2,0.06,0.12,2024-04-03T20:32:45.875029Z
base5-31,Dark Weezing,Team Rocket,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
ex3-33,Horsea,Dragon,Uncommon,0,0,0,0,9.5,1.99,3.97,2.33,0,0,0,0,0,0,0,0,2.15,1.72,0.93,1.77,2024-04-03T20:32:45.875029Z
bw3-29,Vanilluxe,Noble Victories,Rare,0,0,0,0,1.99,0.99,1.45,1.63,0,0,0,0,0,0,0,0,1.79,1.06,0.44,0.98,2024-04-03T20:32:45.875029Z
hgss3-31,Muk,HS—Undaunted,Uncommon,0,0,0,0,1.74,0.45,0.82,2.16,0,0,0,0,0,0,0,0,2.32,0.33,0.13,0.43,2024-04-03T20:32:45.875029Z
pl2-30,Nidoqueen,Rising Rivals,Rare,0,0,0,0,7.95,3.2,3.99,3.66,0,0,0,0,0,0,0,0,4.22,3.3,2.37,3.3,2024-04-03T20:32:45.875029Z
sm5-34,Empoleon,Ultra Prism,Rare,0,0,0,0,2.1,0.25,0.49,0.36,0,0,0,0,0,0,0,0,1.93,0.36,0.15,0.35,2024-04-03T20:32:45.875029Z
mcd12-12,Axew,McDonald's Collection 2012,,5.2,3.44,4.39,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.875029Z
swsh35-35,Galarian Zigzagoon,Champion's Path,Common,0,0,0,0,2.0,0.07,0.2,0.14,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-03T20:32:45.875029Z
sm11-27,Litwick,Unified Minds,Common,0,0,0,0,4.99,0.15,0.37,0.36,0,0,0,0,0,0,0,0,4.99,0.25,0.05,0.11,2024-04-03T20:32:45.876304Z
dpp-DP34,Drifblim,DP Black Star Promos,Promo,8.6,4.2,4.99,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
xy3-24,Clawitzer,Furious Fists,Rare Holo,4.99,0.63,0.65,0.2,2.0,0.23,0.67,0.68,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dp1-35,Pachirisu,Diamond & Pearl,Rare,0,0,0,0,6.35,0.4,1.47,2.39,0,0,0,0,0,0,0,0,7.85,0.62,0.39,1.72,2024-04-03T20:32:45.876304Z
ecard3-H31,Vaporeon,Skyridge,Rare Holo,514.38,499.99,,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ex10-33,Tyrogue,Unseen Forces,Rare,0,0,0,0,8.0,5.41,7.29,6.92,0,0,0,0,0,0,0,0,2.39,1.64,1.25,1.96,2024-04-03T20:32:45.876304Z
ex14-32,Grovyle,Crystal Guardians,Uncommon,0,0,0,0,5.99,3.72,4.99,5.0,0,0,0,0,0,0,0,0,2.35,0.3,0.19,0.28,2024-04-03T20:32:45.876304Z
bwp-BW23,Reshiram,BW Black Star Promos,Promo,9.64,1.81,2.04,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ex1-26,Cascoon,Ruby & Sapphire,Uncommon,0,0,0,0,5.03,2.95,3.7,3.73,0,0,0,0,0,0,0,0,2.99,2.41,1.44,2.41,2024-04-03T20:32:45.876304Z
xy8-29,Staryu,BREAKthrough,Common,0,0,0,0,1.95,0.22,0.34,0.27,0,0,0,0,0,0,0,0,2.0,0.16,0.04,0.15,2024-04-03T20:32:45.876304Z
gym1-34,Sabrina's Venomoth,Gym Heroes,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
swsh1-34,Cinderace,Sword & Shield,Rare Holo,4.98,0.3,0.23,0.08,8.99,0.25,0.45,0.42,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ex13-32,Seviper,Holon Phantoms,Rare,0,0,0,0,10.89,4.95,5.99,7.75,0,0,0,0,0,0,0,0,2.43,1.21,0.9,1.14,2024-04-03T20:32:45.876304Z
sm7-32,Mudkip,Celestial Storm,Common,0,0,0,0,4.32,0.51,0.76,0.69,0,0,0,0,0,0,0,0,1.42,0.26,0.12,0.25,2024-04-03T20:32:45.876304Z
basep-30,Togepi,Wizards Black Star Promos,Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,3.64,2.5,3.46,2024-04-03T20:32:45.876304Z
hsp-HGSS24,Hitmonchan,HGSS Black Star Promos,Promo,10.04,4.93,5.37,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dp7-25,Scizor,Stormfront,Rare,0,0,0,0,23.0,9.7,13.11,13.45,0,0,0,0,0,0,0,0,4.94,2.86,1.81,2.94,2024-04-03T20:32:45.876304Z
neo2-26,Magnemite,Neo Discovery,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
xy4-32,Golbat,Phantom Forces,Uncommon,0,0,0,0,5.41,0.24,0.61,0.64,0,0,0,0,0,0,0,0,1.36,0.26,0.14,0.26,2024-04-03T20:32:45.876304Z
bw11-38,Dewott,Legendary Treasures,Uncommon,0,0,0,0,3.84,1.17,1.5,1.87,0,0,0,0,0,0,0,0,1.37,0.26,0.15,0.25,2024-04-03T20:32:45.876304Z
xy7-35,Golurk,Ancient Origins,Rare,0,0,0,0,2.41,0.35,0.9,0.82,0,0,0,0,0,0,0,0,2.9,0.39,0.15,0.37,2024-04-03T20:32:45.876304Z
xy9-26,Gyarados-EX,BREAKpoint,Rare Holo EX,11.52,6.78,7.18,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
basep-31,Cleffa,Wizards Black Star Promos,Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,3.66,2.25,4.0,2024-04-03T20:32:45.876304Z
ex2-28,Anorith,Sandstorm,Uncommon,0,0,0,0,8.95,0.9,2.31,3.59,0,0,0,0,0,0,0,0,5.37,1.16,0.95,1.1,2024-04-03T20:32:45.876304Z
bw5-28,Prinplup,Dark Explorers,Uncommon,0,0,0,0,99.0,4.1,5.35,0.82,0,0,0,0,0,0,0,0,2.86,0.49,0.35,0.47,2024-04-03T20:32:45.876304Z
base3-37,Graveler,Fossil,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dp7-26,Skuntank,Stormfront,Rare,0,0,0,0,2.0,0.63,0.82,0.74,0,0,0,0,0,0,0,0,4.7,0.39,0.18,0.38,2024-04-03T20:32:45.876304Z
bw3-30,Frillish,Noble Victories,Common,0,0,0,0,12.1,0.24,0.49,0.54,0,0,0,0,0,0,0,0,3.79,0.25,0.15,0.27,2024-04-03T20:32:45.876304Z
swsh3-30,Volcarona,Darkness Ablaze,Rare,0,0,0,0,4.98,0.2,0.4,0.4,0,0,0,0,0,0,0,0,4.98,0.16,0.04,0.1,2024-04-03T20:32:45.876304Z
swsh35-36,Galarian Linoone,Champion's Path,Common,0,0,0,0,2.95,0.09,0.2,0.17,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.07,2024-04-03T20:32:45.876304Z
ex5-28,Beldum,Hidden Legends,Uncommon,0,0,0,0,6.0,4.99,5.71,5.33,0,0,0,0,0,0,0,0,1.75,0.72,0.6,0.7,2024-04-03T20:32:45.876304Z
sm3-31,Kingdra,Burning Shadows,Rare Holo,1.69,0.35,0.28,0.17,1.85,0.02,0.37,0.35,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
swsh4-32,Wailord,Vivid Voltage,Rare Holo,999.99,0.3,0.26,0.09,999.0,0.15,0.32,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
hgss2-33,Metang,HS—Unleashed,Uncommon,0,0,0,0,1.99,0.25,0.5,0.49,0,0,0,0,0,0,0,0,8.99,0.3,0.15,0.27,2024-04-03T20:32:45.876304Z
hgss1-39,Delibird,HeartGold & SoulSilver,Uncommon,0,0,0,0,1.97,0.94,1.35,0.96,0,0,0,0,0,0,0,0,1.98,0.79,0.4,0.79,2024-04-03T20:32:45.876304Z
sm1-34,Cloyster,Sun & Moon,Rare,0,0,0,0,2.56,0.02,0.25,0.2,0,0,0,0,0,0,0,0,5.0,0.16,0.03,0.11,2024-04-03T20:32:45.876304Z
ex6-31,Charmeleon,FireRed & LeafGreen,Uncommon,0,0,0,0,95.61,15.0,22.79,30.04,0,0,0,0,0,0,0,0,4.5,0.87,0.45,1.09,2024-04-03T20:32:45.876304Z
smp-SM27,Turtonator,SM Black Star Promos,Promo,5.0,0.35,0.29,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
hgss4-37,Lairon,HS—Triumphant,Uncommon,0,0,0,0,12.12,0.56,0.89,1.49,0,0,0,0,0,0,0,0,4.57,0.26,0.2,0.26,2024-04-03T20:32:45.876304Z
xy0-28,Skitty,Kalos Starter Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.16,5.05,3.0,5.31,2024-04-03T20:32:45.876304Z
xy2-40,Dusknoir,Flashfire,Rare Holo,2.79,0.48,0.43,0.1,3.95,0.39,0.58,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dp2-28,Manectric,Mysterious Treasures,Rare,0,0,0,0,2.99,0.7,0.99,0.82,0,0,0,0,0,0,0,0,1.99,0.88,0.35,1.04,2024-04-03T20:32:45.876304Z
bw2-28,Cubchoo,Emerging Powers,Common,0,0,0,0,3.65,0.73,1.73,1.53,0,0,0,0,0,0,0,0,4.24,0.27,0.14,0.28,2024-04-03T20:32:45.876304Z
xy5-35,Swampert,Primal Clash,Rare,0,0,0,0,1.95,0.2,0.64,0.55,0,0,0,0,0,0,0,0,1.46,0.5,0.23,0.5,2024-04-03T20:32:45.876304Z
np-26,Tropical Wind,Nintendo Black Star Promos,Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.0,61.65,54.99,58.55,2024-04-03T20:32:45.876304Z
base6-30,Moltres,Legendary Collection,Rare,0,0,0,0,150.0,90.0,124.64,93.0,0,0,0,0,0,0,0,0,10.12,4.49,3.5,4.72,2024-04-03T20:32:45.876304Z
sm75-34,Dratini,Dragon Majesty,Common,0,0,0,0,2.02,0.8,1.04,1.13,0,0,0,0,0,0,0,0,1.35,0.24,0.09,0.18,2024-04-03T20:32:45.876304Z
dp6-28,Forretress,Legends Awakened,Rare,0,0,0,0,4.97,0.99,1.8,1.62,0,0,0,0,0,0,0,0,2.39,1.01,0.79,0.92,2024-04-03T20:32:45.876304Z
dp4-30,Wailord,Great Encounters,Rare,0,0,0,0,10.99,5.0,6.23,6.78,0,0,0,0,0,0,0,0,5.99,5.0,2.42,5.71,2024-04-03T20:32:45.876304Z
swshp-SWSH026,Mantine,SWSH Black Star Promos,Promo,9.98,1.14,1.13,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
ecard3-H32,Xatu,Skyridge,Rare Holo,186.12,99.99,159.97,92.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
sma-SV28,Magneton,Hidden Fates Shiny Vault,Rare Shiny,9.99,2.38,2.03,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
bw4-39,Pikachu,Next Destinies,Common,0,0,0,0,18.49,8.99,11.71,12.26,0,0,0,0,0,0,0,0,11.0,1.0,0.38,1.05,2024-04-03T20:32:45.876304Z
swsh2-29,Magmar,Rebel Clash,Common,0,0,0,0,4.98,0.09,0.24,0.16,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-03T20:32:45.876304Z
sm115-36,Onix-GX,Hidden Fates,Rare Holo GX,6.0,1.25,0.74,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
dpp-DP35,Porygon-Z,DP Black Star Promos,Promo,9.59,2.72,2.7,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
swsh1-35,Cinderace,Sword & Shield,Rare Holo,4.98,0.3,0.3,0.2,4.98,0.29,0.46,0.43,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.876304Z
sm11-28,Litwick,Unified Minds,Common,0,0,0,0,4.99,0.15,0.45,0.43,0,0,0,0,0,0,0,0,4.99,0.2,0.13,0.19,2024-04-03T20:32:45.876304Z
